author_id,created_at.x,id,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,verified,created_at.y,location,name,description,url,username
52626317,2021-04-21T01:47:00.000Z,1384685064827572224,es,@Gonaraya @bettyflopy Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/E4QU9Sy71E,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:57:02.000Z,1384687589224030210,es,@jorque2224 @BlancaEwert1 @christianpviera @pelaorodrigorc Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/tX5QQUrUgJ,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:56:16.000Z,1384687395556184065,es,@NYC_Prod @sebastianpinera @TRIBCONST_CHILE @PortalPortuario Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/wDvPcQ9GRg,5,0,3,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:42:20.000Z,1384683892226117632,es,@Chileokulto @ElinaOliva @sebastianpinera Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/0xp4i3sZRd,2,0,7,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:54:18.000Z,1384686904549986307,es,@PiensaPrensa @bettyflopy @sebastianpinera @hernan_sr Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/uqYYXvDXmW,1,0,1,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:53:57.000Z,1384686815374974976,es,@mauricio_weibel @bettyflopy Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/lTQOVnPJcO,0,1,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:53:30.000Z,1384686702233624582,es,@Patriick_Niico @bettyflopy @sebastianpinera Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/kZr1gDOSkL,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:53:02.000Z,1384686584910553089,es,@PaulystiK @bettyflopy @sebastianpinera @GobiernodeChile Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/Z3oc1VIWNQ,0,0,1,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:52:10.000Z,1384686365309341705,es,@Maritzapruebo Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/y5pqnNVkDr,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:51:10.000Z,1384686112812277760,es,@DonLibrotecario Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/J8p7kaEnMO,1,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:38:09.000Z,1384682837199097863,es,@RadioTVLiberaci @PedroAbarcaPRO Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/tfeI6rUL1V,2,0,2,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:48:23.000Z,1384685412984279041,es,@Francis59320797 @bettyflopy Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/fUcAyF4dbf,0,0,1,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:48:22.000Z,1384685407749746692,es,@sitiodelsuceso @bettyflopy Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/OSrk79EYZP,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:36:15.000Z,1384682361577787392,es,@Luthiien @bettyflopy Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/uBj2Fc0IAK,0,0,1,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:46:37.000Z,1384684968601956356,es,@pipecirano @bettyflopy Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/9F1nbsJQJE,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:42:50.000Z,1384684019024072704,es,@EPInforma @PedroAbarcaPRO Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/KLcXmA2gpr,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:32:07.000Z,1384681318936715264,es,@Cristianofxx @bettyflopy Escuchan? #AcusacionConstitucionalAPiñeraAhora. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
52626317,2021-04-21T01:41:54.000Z,1384683780099694594,es,@PiensaPrensa @PedroAbarcaPRO Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/SYD36v36N3,0,0,0,0,FALSE,2009-07-01T03:58:23.000Z,Chile,Eduardo Villalobos #NuevaConstitucion,Somos arquitectos de nuestro  propio destino,"",edovillalobosf
