author_id,lang,created_at.x,id,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,url,description,name,location,verified,created_at.y,username
42509758,es,2021-04-21T02:36:29.000Z,1384697516650868738,@Camila_RojasV Excelente medida y además prohibición de ejercicio de la profesión de educador,0,0,0,0,"",aquí no hay espacio para mi biografía... #Rechazo #rejè #rejection #rejeição #Ablehnung #отказ #Rechazación,Cabro retuitiado 22%,"CHILE, Rancagua",FALSE,2009-05-25T23:10:59.000Z,cabroretuitiado
473047662,es,2021-04-21T02:26:42.000Z,1384695054665752578,"@Camila_RojasV Más absurdo es, que esté rompiendo torniquete, en vez de estar haciendo clase decentemente.",0,0,0,0,"","Ing. Informático, siempre por la derecha, los zurdos que pasen de largo, por Ley ahijado de Pinochet.",kikersnike1,"",FALSE,2012-01-24T15:51:51.000Z,kikersnike1
486902713,es,2021-04-21T03:20:34.000Z,1384708614238113792,@Camila_RojasV @elfrente_amplio De seguro si no quieren destetarse del gobierno https://t.co/XEAiD4zf9Q,0,0,1,0,"","",Virginia Aguilar G.,"San Bernardo, Chile",FALSE,2012-02-08T19:59:52.000Z,VlirginiaA
488607595,es,2021-04-21T05:25:21.000Z,1384740016115654657,"@maiteorsini
@karolCariola
@nora_cuevas 
@MayaFernandeza
@marcelaHernando
@PepaHoffmann
@aracelyleuquen
@erikaoliverad
@joannaperezolea
@Camila_RojasV
@pattyRubio13
@nonaossandon
@vtroncosoh
La extensión del #PostnatalDeEmergencia ES URGENTE!! 📢📢 https://t.co/n8wtW3JRNz",0,0,0,0,"","24años,  Ing. (E) prevencion de riesgos y lo mas importante,,,Woo !! Amo a mi ColoColo !! :D",Vanesa Nicole,Chillan,FALSE,2012-02-10T16:52:19.000Z,vanenicolezr
499970787,und,2021-04-21T02:26:16.000Z,1384694948625272832,@Camila_RojasV @FpvrPrensa @elfrente_amplio 👏👏👏👏👏🔥🔥🔥🔥🔥🔥🇨🇱,0,1,0,0,"","",R.A.T.G.Z.,"Talca, Chile",FALSE,2012-02-22T17:31:29.000Z,_4279809328111
549400071,und,2021-04-21T02:57:01.000Z,1384702685488861184,@Postnataldeeme1 @MaiteOrsini @KarolCariola @Nora_Cuevas @Mayafernandeza @MarcelaHernando @PepaHoffmann @aracelyleuquen @erikaoliverad @joannaperezolea @Camila_RojasV @PattyRubio13 @nonaossandon @vtroncosoh #ExtensionPostnatalDeEmergencia,0,0,0,0,"","",Darin Osswald,Maipu. Chile,FALSE,2012-04-09T15:33:11.000Z,darinosswald
65022588,en,2021-04-21T03:09:16.000Z,1384705769799659522,@ONomuty @Camila_RojasV Ohhh yess,0,0,1,0,"",🇨🇱 Chileno hasta los huesos...amo mi patria la más brillante! 🇨🇱,Marcelo,"Santiago, Chile",FALSE,2009-08-12T12:35:27.000Z,JMAZULADO
65022588,es,2021-04-21T03:08:36.000Z,1384705602933436416,@Camila_RojasV Cierto...deberian ser 15,0,0,0,0,"",🇨🇱 Chileno hasta los huesos...amo mi patria la más brillante! 🇨🇱,Marcelo,"Santiago, Chile",FALSE,2009-08-12T12:35:27.000Z,JMAZULADO
66748971,es,2021-04-21T03:17:34.000Z,1384707856058966017,"@Camila_RojasV @ComunesCL @elfrente_amplio Y por qué, en vez de webiar con una acusación que no tiene ningún futuro, no llaman a un gran paro nacional?",0,0,0,0,"",Los números irracionales y los dolores al final del cuento son el reflejo de las imperfecciones de Dios. Tardígrado.,Joe Heim,Santiago del Nuevo Extremoduro,FALSE,2009-08-18T17:58:49.000Z,joeheimg
709695464,es,2021-04-21T05:01:49.000Z,1384734092005187585,@Camila_RojasV Jajajajaja https://t.co/ZlhqbHa8JW,0,0,0,0,"","27, FANS DE THE CURE, SOY DE LA SECTA DEL 22%.☭⃠.Y NO HABLÓ CON ZURDOS. #DiosPatriaYFamilia.",☭⃠Angy L Kaos,"Puerto Vallarta, Jalisco",FALSE,2012-07-21T22:45:40.000Z,Mondayblu_blu
