author_id,created_at.x,id,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,created_at.y,username,verified,name,url,description
1208918401403543552,2021-04-21T04:23:23.000Z,1384724419323383808,es,"@Orrego No había espacio para acuerdo, pero si el gobierno se pierde la oportunidad única de explicar al pais porque la ley es mala y como afecta a la gente usar su propio dinero. Al final como no lo hacen solo desacreditan más al gobierno, a la política a todo el sistema",0,0,0,0,2019-12-23T01:13:50.000Z,cyberguy_cb,FALSE,Cris,"","Principal Consultant @Mandiant. Tweets are my own, Retweets not means endorsements. 
#cybersecurity #privacy #security #cyberdefense"
1218553906319568896,2021-04-20T23:25:03.000Z,1384649343018455043,es,"@Orrego Que lastre son estas basuras de políticos, puras escorias que no sirven para ninguna wea",0,0,1,0,2020-01-18T15:25:26.000Z,NJavierBustos7,FALSE,Javier Bustos J.,"","Despierte, olvídese de izquierda y derecha, la lucha ahora es Patriotismo/Nac. vs Globalismo. Patriota-Nac, Chilenista, Antiglobalista. #FueraJesuitas #FueraONU"
1224367758978297858,2021-04-21T02:56:43.000Z,1384702612436668416,es,@Hmolinamilman @Orrego Cuidado con reírse porque el que ríe al ultimo ríe mejor,0,0,0,0,2020-02-03T16:23:53.000Z,javierc38692119,FALSE,javiercito,"",Rechazo rechazo rechazo. Anti zurdos
1224367758978297858,2021-04-21T02:55:24.000Z,1384702277592752128,es,"@Orrego No le veo el chiste ni el humor , parece que te pies de cualquier cosa que no te guste , pero no vayan a reiré de los maricas   o de los trans  u otras cosas",0,0,0,0,2020-02-03T16:23:53.000Z,javierc38692119,FALSE,javiercito,"",Rechazo rechazo rechazo. Anti zurdos
1226928466601357312,2021-04-21T00:21:32.000Z,1384663559213301762,es,@Orrego @TAbusleme Que dirás de este cagoneo de tu partido https://t.co/AKNtaf5ozt,0,0,0,0,2020-02-10T17:58:50.000Z,Pipesebastian3,FALSE,Alexis_sebastian,"",En este mundo de sombra y de luz la verdad se logra ocultar pero siempre suele llegar alguien que no la deja de buscar... APRUEBO+CC
1228759394567041024,2021-04-21T02:37:43.000Z,1384697829768273926,en,@Orrego tonton,0,0,0,0,2020-02-15T19:14:22.000Z,ElCriti47384362,FALSE,El Critico,"",""
1232765105206693890,2021-04-21T02:01:45.000Z,1384688776882970632,es,@Orrego OTRO WN QUE DEFIENDE LO INDEFENDIBLE,0,0,0,0,2020-02-26T20:31:51.000Z,PascualMarcelo3,FALSE,Will Bittersweet SOY DEL 22%,"","ANTICOMUNISTA HASTA LA MÉDULA...
#patriota, amo a mi 🐶, mis 🐱🐱🐱🐱 y mi familia 👪 #NoAlAborto
Apoyo a Carabineros de Chile."
1247235706319253504,2021-04-21T04:55:19.000Z,1384732455958192130,es,@isaac22624335 @Orrego Y por k no lo hizo en el primer retiro,0,1,0,0,2020-04-06T18:52:31.000Z,Pablotruco2,FALSE,Pablotruco,"",""
1254510575167643651,2021-04-21T00:32:59.000Z,1384666437730684929,es,"@Orrego Hablando de humor , aparecio el payaso Borrego...",0,0,1,0,2020-04-26T20:40:20.000Z,Lucava64,FALSE,Lucava,"",""
1261863060479803394,2021-04-21T03:05:53.000Z,1384704918657847297,es,@Orrego Eres un pelotudo si no entiendes . Libre expresión tiene límites o no te da el sesgo??? Vendidos!!!!,0,0,0,0,2020-05-17T03:36:24.000Z,TamaraFmu,FALSE,Fran Martinez,"","Ingeniera en control de gestión
cuenta para cosas mas políticas y actualidad en Chile
Me carga la prensa chilena
31 años, apoyando la razón y la patria
#rechazo"
1264005542693011456,2021-04-21T01:49:10.000Z,1384685611899101184,es,@Orrego Otro tarado de la peor clase política de la historia,0,0,1,0,2020-05-23T01:30:16.000Z,JavierVelasco76,FALSE,Jaime Patriota #Resistencia,"","Ingeniero Civil Mecánico UTFSM, agradecido de la gran obra del gobierno Militar. #Republicano #Patriota #JAKPresidente"
127352791,2021-04-21T00:23:30.000Z,1384664051956043783,es,@Orrego Anda a comerte los mocos wn,0,0,2,0,2010-03-28T23:05:37.000Z,Don1Mario,FALSE,🇨🇱 Don Mario 🇨🇱,"",Algo De  Humor
1275253156818161664,2021-04-21T03:45:53.000Z,1384714985398484997,es,"@Orrego Por ley no se puede utilizar un uniforme institucional sin un permiso aweonao ignorante
No sabes de leyes y quieres ser gobernador payaso",0,0,0,0,2020-06-23T02:23:53.000Z,FelipeM33555633,FALSE,vegeta rechaza el tongo,"",soy Chileno antiglobalista fuera ONU
1277733488796602370,2021-04-21T00:07:14.000Z,1384659959640690689,es,@Orrego Fuentealba y los otros son delincuentes y responsables de que el @Ejercito_Chile este en programas de humor.,0,0,0,0,2020-06-29T22:39:54.000Z,ManuelJoseBeni3,FALSE,Jose Benítez G.,"","No me gustan los que repiten sin pensar.
Me gustan los que aportan datos.
No me gusta la violencia.
La pasión solo para el amor."
128246549,2021-04-21T00:12:11.000Z,1384661204170330112,es,El carabinero asesinó a la víctima tras un control de identidad. Dijo que el civil se había dado a la fuga. @Orrego https://t.co/ThmlGX3LwC,0,0,0,0,2010-03-31T15:16:36.000Z,JerjelMaulino,FALSE,Negro José,"","Leo ciencias sociales y humanidades para ""ver lo que va a venir"". A los trolls me los como con mostaza. Los demás son bienvenidos. 🤣"
1291189828986580993,2021-04-21T02:15:41.000Z,1384692282633375746,es,"@Orrego PARA tenerlo en cuenta a este Sr., y quiere ser Gobernador!!",0,0,0,0,2020-08-06T01:50:55.000Z,Enry32304480,FALSE,Enry,"",""
