author_id,id,created_at.x,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,url,description,verified,created_at.y,location,username
52626317,1384707811389722626,2021-04-21T03:17:23.000Z,es,@LobaP_ Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,9,1,8,1,Eduardo Villalobos #NuevaConstitucion,"",Somos arquitectos de nuestro  propio destino,FALSE,2009-07-01T03:58:23.000Z,Chile,edovillalobosf
52626317,1384707994148085760,2021-04-21T03:18:07.000Z,es,@jprojasporchile Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,0,0,2,0,Eduardo Villalobos #NuevaConstitucion,"",Somos arquitectos de nuestro  propio destino,FALSE,2009-07-01T03:58:23.000Z,Chile,edovillalobosf
52626317,1384707897846898689,2021-04-21T03:17:44.000Z,es,@GiorgioJackson Escuchan? #AcusaciónConstitucionalAPiñera. @PPD_Chile  @PDC_Chile   @PRadicalcl @elfrente_amplio @PCdeChile @ecologistachile @IgualdadPartido @losPROgresistas @FedRegionalista @ComunesCL @Liberales_Chile @la_convergencia @phumanista https://t.co/1TNX1kslZr,0,0,0,0,Eduardo Villalobos #NuevaConstitucion,"",Somos arquitectos de nuestro  propio destino,FALSE,2009-07-01T03:58:23.000Z,Chile,edovillalobosf
550543993,1384706760871645187,2021-04-21T03:13:13.000Z,es,La @PDC_Chile y @PSChile vuelven a demostrar su nula capacidad de ser oposición https://t.co/gZGZqdzf5p,8,0,11,0,Duendecillo Cola 🏳️‍🌈,"","APERNADO SIN ASUNTO. Vivo, educo y palabreo. actitud queer y humanista",FALSE,2012-04-10T23:55:34.000Z,Copiapó Región de AtacamaChile,UnicornioOrange
635603928,1384739866416648194,2021-04-21T05:24:46.000Z,es,@joannaperezolea @fernandovaras Ahhhhh pero los que le salvan el culo a costa del sufrimiento de millones de chilenos es la bizagra del Congreso osea @PDC_Chile vayanse ustedes tambien a la misma mierda cara de rajas.,0,0,0,0,Nos gobierna una ELITE de TARADOS,"","Cruzado de corazón
#GobiernoInepto 
#Elpeorgobiernodelahistoria",FALSE,2012-07-14T17:20:47.000Z,Santiago de Chile,garayuc
71907265,1384707604794970112,2021-04-21T03:16:34.000Z,es,"@eugeniofarias @chickacko_kakan @PDC_Chile @PSChile El @PSChile y la  @PDC_Chile no están con Chile, están con ellos mismos",1,0,2,0,Karen,"",Chile debe y necesita cambiar. Apruebo Convención Constitucional,FALSE,2009-09-05T22:33:15.000Z,La Serena,Kareenpc
71907265,1384715898955632641,2021-04-21T03:49:31.000Z,es,"@LaRedTV rinde un homenaje a los muertos por Covid, mientras los parlamentarios de Chile @RNchile @udipopular @evopoli @PPD_Chile @PSChile @PDC_Chile @PRadicalcl hacen el ridículo del mundo por la muerte de un príncipe lejano q probablemente ni siquiera sabía dónde quedaba Chile",0,0,0,0,Karen,"",Chile debe y necesita cambiar. Apruebo Convención Constitucional,FALSE,2009-09-05T22:33:15.000Z,La Serena,Kareenpc
730966262658957313,1384738618892247040,2021-04-21T05:19:48.000Z,es,@bettyflopy @Abuanylu @elmostrador @PSChile @PDC_Chile Y mucho menos de rn y udi,0,0,0,0,Ignacio disselkoen,"","",FALSE,2016-05-13T03:41:52.000Z,"Osorno, Chile",ignadissel
75844881,1384703337728143363,2021-04-21T02:59:36.000Z,es,@rodrigo410 @PDC_Chile @PPD_Chile @PSChile @PCdeChile Traidores de mierda!! Cargarán en las próximas elecciones #EstallidoSocial #Cacerolazo #tercerretiroMV,0,0,0,0,Panxo #Apruebo,"","Alegre, escorpión, directo y amo mi familia. Britney Spears.   instagram/Panxolaxo5  #Apruebo #KPOP lovers!!",FALSE,2009-09-20T18:30:34.000Z,Chile,panxolaxo
75844881,1384700472737599489,2021-04-21T02:48:13.000Z,es,@marcelodiazd @elfrente_amplio Ya saben que los traidores @PSChile y @PDC_Chile no darán el apoyo.... Pero busquen acusar al maldito y a todos los wns,0,0,0,0,Panxo #Apruebo,"","Alegre, escorpión, directo y amo mi familia. Britney Spears.   instagram/Panxolaxo5  #Apruebo #KPOP lovers!!",FALSE,2009-09-20T18:30:34.000Z,Chile,panxolaxo
