author_id,id,created_at.x,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,url,description,verified,created_at.y,username
1169229267592470530,1384707962585894918,2021-04-21T03:17:59.000Z,es,@mcubillossigall @sebastianpinera LA PEOR MINISTRA DE EDUCACION DE LA HISTORIA CHILENA....por eso serás recordada,1,0,8,0,Alexander Canale,"","",FALSE,2019-09-04T12:42:52.000Z,Alexand83183668
1186098815109074945,1384718099639939072,2021-04-21T03:58:16.000Z,es,"@mcubillossigall @sebastianpinera Si no hay que aguantar a golpistas que no dejan gobernar ah?! deberás que usted admiraba a Pinochet retiro lo dicho , usted NO tiene moral.",0,0,0,0,👽👽marciana arellano👽👽,"",Tanto candidato a la Presidencia hay mas postulantes que votantes Chile país generoso para estas cosas.🙊🙉🙈.,FALSE,2019-10-21T01:57:45.000Z,marciaarellano6
1187830941974237185,1384717664568987648,2021-04-21T03:56:32.000Z,es,"@mcubillossigall @sebastianpinera El pueblo tiene hambre, señora",0,0,0,0,chipilipichili,"",Rinincii Piñiri,FALSE,2019-10-25T20:39:52.000Z,chipilipichili
1189727079635533824,1384739490116288512,2021-04-21T05:23:16.000Z,es,@mcubillossigall @sebastianpinera Cállate momia culia fea,0,0,0,0,Indi Gente,"","no tengo nada, A.C.A.B. Bilingüe. Puedo expresarme bien y vulgar.
Albo hasta la muerte -
Barticciotista.",FALSE,2019-10-31T02:13:54.000Z,Indi_Gente
1194332206870777858,1384707731798511618,2021-04-21T03:17:04.000Z,es,@mcubillossigall @sebastianpinera Esa costumbre qlia que tienen ustedes de mirar sólo su realidad wn!! Entiendan que la gente no tiene para comer!! Que necesitan recurrir a sus fondos de pensiones porque wl gobierno entrega sólo ayudas miserables antes una pandemia mundial!! Cómo tanta la indolencia!!! Malditos!!,0,0,0,0,La_Grinch,"","Fotógrafa - Victoria e Isabella Studio ✨❤️
Mamá 24/7
Combato el cáncer y pretendo ganarle, así que RÍNDETE MADAFACA! 
#porunchilemasjusto#cancerfighter#APRUEBO",FALSE,2019-11-12T19:12:51.000Z,lagrinch_sweet
1195040500107137029,1384731794088550401,2021-04-21T04:52:41.000Z,pt,@mcubillossigall @sebastianpinera ¡¡INDECENTE!!,0,0,0,0,Terrícola 😷 Chileno.,"",#Emprendedor #DJ y #Tricampeon del fútbol ⚽,FALSE,2019-11-14T18:08:49.000Z,TerricolaChile1
1198823664751464448,1384735326321745921,2021-04-21T05:06:43.000Z,es,"@limitless_chile @mcubillossigall @sebastianpinera Canalla... no he podido sacar esa horrible imagen mental de mi cabeza... no podré dormir en varios días...

#ChileDespertó

#ElPeorGobiernoDeLaHistoria
#RenunciaPiñera",0,0,0,0,AguaParaChile NO al TPP11 - Asamblea Constituyente,"",Agua Para Chile,FALSE,2019-11-25T04:40:35.000Z,AguaParaChile1
1203070190222815233,1384723348790431745,2021-04-21T04:19:07.000Z,es,"@mcubillossigall @sebastianpinera no son chantajes ni amenazas, son suplicas de un pueblo",0,0,0,0,Paola Lira,"","",FALSE,2019-12-06T21:54:33.000Z,PaolaLi17472337
1204043387348881408,1384710148103475200,2021-04-21T03:26:40.000Z,es,@mcubillossigall @sebastianpinera Habla puras webadas esta momia,0,0,0,0,felipe,"","",FALSE,2019-12-09T14:21:35.000Z,f_e_lip_e
1206629084236791809,1384715341910138880,2021-04-21T03:47:18.000Z,es,"@mcubillossigall @sebastianpinera Respeto al estado de derecho, quién habla jajajajaja",0,0,0,0,Aramans Cheyenne,"","Papá de Clari, Trabajo social y ajedrez. Mago...",FALSE,2019-12-16T17:36:21.000Z,Bobby_Kasparov
1214267083199959040,1384707851558572039,2021-04-21T03:17:33.000Z,es,@_Gutural @mcubillossigall @sebastianpinera Evaristo es una alpargata a lado de misiá Cubillos.,0,0,2,0,TheNewPatipelao,"","RECHAZO la violencia impuesta por zurdos apátridas... si veo uno en el suelo,  lo aplasto y punto... querían odio ? ya lo lograron... ah!, y ANTIPIRAÑA !!!",FALSE,2020-01-06T19:27:01.000Z,TPatipelao
