author_id,id,text,created_at.x,lang,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,username,location,url,created_at.y,name,verified,description
1381675389131624451,1384715476161507330,"@mavileslillo @RealidadNacion6 @maylwino Dilo por tí, flojo culiao",2021-04-21T03:47:50.000Z,es,0,1,1,0,ChumaKramer,"","",2021-04-12T18:28:07.000Z,Chuma Kramer,FALSE,"Fracasado Refuerzo de Coquimbo Unido, aún debo unas contribuciones por un terrenito en el sur..."
1381675389131624451,1384715475242950656,@germanmartincal @RealidadNacion6 @maylwino Ñiñiñiñiñi... Y eres el que menos impone,2021-04-21T03:47:50.000Z,es,0,0,1,0,ChumaKramer,"","",2021-04-12T18:28:07.000Z,Chuma Kramer,FALSE,"Fracasado Refuerzo de Coquimbo Unido, aún debo unas contribuciones por un terrenito en el sur..."
152860459,1384709170927181824,"@maylwino Señora, de verdad, con cariño solidario.... déntrese",2021-04-21T03:22:47.000Z,es,0,0,0,0,Mon091267,"","",2010-06-07T02:18:36.000Z,Mon #YOAPROBÉ,FALSE,#YOAPROBÉ CC
159607164,1384718400761384968,"@maylwino Un chiste 🤣🤣🤣🤣
Que manera de burlarse, se",2021-04-21T03:59:28.000Z,es,0,0,0,0,yoyita58,Chile,"",2010-06-25T21:24:16.000Z,aida olivares,FALSE,"Nacionalista de corazón  , Chilena neta , si eres de tendencia zurda no te quiero por ciego, iluso"
171759988,1384720581065592832,"@sub7ime_ @ayrana8 @maylwino @privero7 Y a ti te suenan, cuerpos tirados de helicópteros o personas degolladas, mujeres embarazadas violadas y asesinadas, te suena todo ese horror? Torpe",2021-04-21T04:08:08.000Z,es,0,0,0,0,crisoldeoro,Chile,"",2010-07-28T03:00:44.000Z,crisoldeoro#QUÉDATEENCASA,FALSE,"Mujer, transitando siempre por la izquierda, azul de corazón, intolerante con los intolerantes y madre 24x7"
171759988,1384721928024469504,"@nelsonpj38 @ElCreme @ayrana8 @maylwino @privero7 Se pisan la cola solos estos pajarones, y se le olvidó el PEM y el POJH 🤣🤣🤣🤣🤣",2021-04-21T04:13:29.000Z,es,0,0,1,0,crisoldeoro,Chile,"",2010-07-28T03:00:44.000Z,crisoldeoro#QUÉDATEENCASA,FALSE,"Mujer, transitando siempre por la izquierda, azul de corazón, intolerante con los intolerantes y madre 24x7"
194229727,1384715772539310085,@maylwino @Lena9296 Que rasca todo ....,2021-04-21T03:49:01.000Z,es,0,0,0,0,epizoom,"","",2010-09-23T18:57:27.000Z,epizoom,FALSE,#🇨🇱🇨🇱🇨🇱
202382929,1384718240828563458,"@maylwino Recuerdo a Alejandro Navarro, presidente de la FEC, marchando, protestando en dictadura cuando pocos se atrevían, cuando muchos estaban cómodos en sus sillones, en sus oficinas, como si nada pasara.",2021-04-21T03:58:50.000Z,es,0,0,0,0,ivanppss,concepcion,"",2010-10-13T22:51:08.000Z,Ivan-ex Nano #apruebo,FALSE,"Nunca discutas con un estupido, te hará descender de nivel y ahi te ganará por experiencia - Mark Twain"
219020423,1384714346643795970,@maylwino Y tu papá?,2021-04-21T03:43:21.000Z,es,0,0,0,0,Jossue_20192019,Chile,"",2010-11-23T18:31:40.000Z,Jose,FALSE,Amante de mi familia y la democracia.
222986295,1384710772731879430,@kuka1812 @maylwino https://t.co/Japy0Yxnh0,2021-04-21T03:29:09.000Z,und,0,0,1,0,pmoll65,"Valdivia, Chile","",2010-12-05T01:45:43.000Z,Patricio,FALSE,Debemos atesorar los momentos que nos permiten trascender a nuestro propio cuerpo
233042115,1384710894400196609,"@maylwino Y tu papá era amigo y defensor del dictador chileno... Recuerdas cuando pedía el golpe??? 
https://t.co/GaTIqwRGh3",2021-04-21T03:29:38.000Z,es,1,0,4,0,el_hallatola,Far Far Away,https://t.co/P4Fc8TElT8,2011-01-02T03:30:08.000Z,Ghost Rider © #QuédateEnCasaCTM,FALSE,This is the way...   Odio a todos aquellos que por acción u omisión hicieron que este engendro nos gobierne... #ACAB #ApagaEl13 #CárcelParaPiñera #BrionesHDP
