author_id,id,created_at.x,lang,text,public_metrics.retweet_count,public_metrics.reply_count,public_metrics.like_count,public_metrics.quote_count,name,description,url,created_at.y,username,verified
1365810706600370178,1384743301870505984,2021-04-21T05:38:25.000Z,es,@melnicksergio Es millonario y eso hace la diferencia ...,0,0,0,0,Javier,"","",2021-02-27T23:47:13.000Z,Javier51384954,FALSE
1376304464,1384745923893338115,2021-04-21T05:48:50.000Z,es,@melnicksergio Exacto don Sergio ...,0,0,0,0,marce....,"madre de 2 retoños amante 💯 del deporte y las buenas costumbres,hija mayor de 3 hermanos .....Cocinera ....Pinochetista hasta morir .....","",2013-04-24T06:04:19.000Z,MhjmJimnez,FALSE
1379621200427618306,1384746983299158018,2021-04-21T05:53:02.000Z,es,"@melnicksergio @Girealaderecha Se humilló buscando la paz, ya hora tiene la humillación y la guerra.",0,0,0,0,Daniela,Soy una mujer transgénero en búsqueda de su felicidad. Transito siempre por la derecha. Orgullosa de ser parte del 22%.,"",2021-04-07T02:25:14.000Z,Daniymiotroyo,FALSE
1435651428,1384737228518264832,2021-04-21T05:14:17.000Z,es,"@melnicksergio 😝😄😄😃😆 Es más que pequeño, es ENANO,,,,,,, https://t.co/CJTT5yi7wv",0,0,0,0,Jorge GAHAN!! targetdoscero,"Ingeniero Comercial / Libre Emprendedor / Padre de 2 Hijos, AMANTE de Colo Colo y el Club Hípico, Creo en la libertad Individual y el Libre Emprendimiento","",2013-05-17T13:27:41.000Z,jabecerrar,FALSE
157418489,1384742404755009536,2021-04-21T05:34:51.000Z,es,"@elEstadistaAfta @melnicksergio Chile por favor, el 60%  de los retiros anteriores están en ahorros, otro porcentaje compra de autos y enseres, un porcentaje importante para pagar deudas y comida. Los cuales ya no tienen fondos. Donde está todo CHILE.
El IFE ABRIL, MAYO Y JUNIO será para 13 millones de personas",0,0,0,0,ANDRÉS I A O U E,"Un nuevo proceso hacia la LIBERTAD, EQUILIBRIO ÓPTIMO y PERFECCIÓN🌈
AMATE a TI MISM@, AMA a TU PRÓJIMO PERO NUNCA DEJES Q ABUSEN DE TI.
ECUANIMIDAD INTELECTUAL","",2010-06-19T19:11:16.000Z,AHSA717,FALSE
157418489,1384731685225443328,2021-04-21T04:52:15.000Z,es,"@tomashiramh @deltaquebecx @melnicksergio @sebastianpinera No se me olvida. Pero ya fue, ahora debemos ir a votar por el pacto VAMOS POR CHILE y no regalar ningún cupo. Como mínimo hay que sacar 1/3 + 1 o lo macro y micro estará igualitario en la pobreza con todos los cambios de los progresistas. Unidos salvamos CHILE.  Buenas noches.",0,0,0,0,ANDRÉS I A O U E,"Un nuevo proceso hacia la LIBERTAD, EQUILIBRIO ÓPTIMO y PERFECCIÓN🌈
AMATE a TI MISM@, AMA a TU PRÓJIMO PERO NUNCA DEJES Q ABUSEN DE TI.
ECUANIMIDAD INTELECTUAL","",2010-06-19T19:11:16.000Z,AHSA717,FALSE
157418489,1384733631294459904,2021-04-21T04:59:59.000Z,es,@tomashiramh @deltaquebecx @melnicksergio @sebastianpinera Eres irrespetuoso y recuerda q en la vida todo se devuelve. Tu actitud no es d una persona con educación y menos de derecha. Tu juventud no te da derecho a tratar así a otra persona y menos al presidente de la República. Mal ahí. Se puede dialogar con RESPETO o no se llega a nada,0,0,0,0,ANDRÉS I A O U E,"Un nuevo proceso hacia la LIBERTAD, EQUILIBRIO ÓPTIMO y PERFECCIÓN🌈
AMATE a TI MISM@, AMA a TU PRÓJIMO PERO NUNCA DEJES Q ABUSEN DE TI.
ECUANIMIDAD INTELECTUAL","",2010-06-19T19:11:16.000Z,AHSA717,FALSE
157418489,1384730086465810433,2021-04-21T04:45:54.000Z,es,"@tomashiramh @deltaquebecx @melnicksergio @sebastianpinera Respeto tu opinión, pero no estoy d acuerdo contigo. No confundir perder los pantalones con ser precavido, no salir a combatir la VIOLENCIA con VIOLENCIA y respetar el estado d derecho. Si hubiese salido a combatir el estallido social con FUERZA te aseguro q estaríamos mucho peor",0,0,0,0,ANDRÉS I A O U E,"Un nuevo proceso hacia la LIBERTAD, EQUILIBRIO ÓPTIMO y PERFECCIÓN🌈
AMATE a TI MISM@, AMA a TU PRÓJIMO PERO NUNCA DEJES Q ABUSEN DE TI.
ECUANIMIDAD INTELECTUAL","",2010-06-19T19:11:16.000Z,AHSA717,FALSE
164506421,1384736791404630018,2021-04-21T05:12:32.000Z,es,"@melnicksergio No se puede ceder a la violencia y el chantaje, los parlamentarios de izquierda son una mafia de matones totalitarios",0,0,0,0,VIVIANA MORALES ✍️,"Patriota del Distrito10 Vecina, candidata a Concejal por Providencia. Mi respeto hacia tu opinión termina cuando intentas inculcarme la tuya sin respetar la mía","",2010-07-09T01:41:41.000Z,vmoralesa,FALSE
166574138,1384746831054319617,2021-04-21T05:52:26.000Z,es,@lfsabogado @melnicksergio Creo que es incapacidad política de ambos bandos de llegar a acuerdos y le traspasan a la gente su pega...parlamentarios que ganan un sueldazo y cero liderazgo para negociar y conversar con posturas distintas...intolerancia política que nos tiene en crisis,0,0,0,0,Francescoli,"","",2010-07-14T14:05:22.000Z,danielvp20,FALSE
